cust_code,cust_price_sensitivity,cust_lifestage
CUST0000492670,Less Affluent,Other
CUST0000760764,Less Affluent,Older Adults
CUST0000198561,Less Affluent,Other
CUST0000167044,Up Market,Other
CUST0000208588,unclassified,Other
CUST0000039589,Mid Market,Other
CUST0000862237,Less Affluent,
CUST0000357109,Mid Market,Other
CUST0000549773,Less Affluent,Older Adults
CUST0000901807,Up Market,Older Families
CUST0000717372,unclassified,Older Adults
CUST0000711122,Mid Market,Other
CUST0000397007,Mid Market,Other
CUST0000898618,Less Affluent,Pensioners
CUST0000639245,Mid Market,Other
CUST0000564613,Mid Market,Young Families
CUST0000753950,Up Market,Young Adults
CUST0000763030,Up Market,Other
CUST0000141343,Mid Market,Other
CUST0000063646,Mid Market,
CUST0000348786,Up Market,Other
CUST0000059470,Up Market,
CUST0000687859,Less Affluent,Young Families
CUST0000491025,Mid Market,Other
CUST0000752305,Up Market,Young Families
CUST0000447826,Mid Market,Other
CUST0000353993,unclassified,Other
CUST0000356307,unclassified,Older Adults
CUST0000576401,unclassified,Other
CUST0000434391,Mid Market,Young Families
CUST0000998609,unclassified,Other
CUST0000393321,Mid Market,Older Families
CUST0000698369,Up Market,Young Families
CUST0000687089,Up Market,Older Adults
CUST0000162730,Up Market,Other
CUST0000141926,unclassified,Pensioners
CUST0000932531,Up Market,
CUST0000101121,Mid Market,Older Adults
CUST0000131867,Up Market,Older Adults
CUST0000844724,unclassified,Pensioners
CUST0000715087,Up Market,Pensioners
CUST0000385508,Up Market,Young Adults
CUST0000055392,Less Affluent,Older Adults
CUST0000694871,unclassified,Other
CUST0000024896,Up Market,Pensioners
CUST0000374967,unclassified,Young Adults
CUST0000862202,Up Market,Young Adults
CUST0000776916,Up Market,Other
CUST0000251916,Up Market,Pensioners
CUST0000757582,Mid Market,Other
CUST0000203043,Mid Market,Young Adults
CUST0000568232,Up Market,Other
CUST0000025672,unclassified,Other
CUST0000545926,Mid Market,Other
CUST0000460016,Less Affluent,Other
CUST0000413715,Mid Market,Pensioners
CUST0000373683,Mid Market,Other
CUST0000145307,Mid Market,Other
CUST0000042928,Up Market,Other
CUST0000629791,unclassified,Other
CUST0000491226,Up Market,Other
CUST0000905751,Mid Market,Other
CUST0000496588,Mid Market,Other
CUST0000917923,Mid Market,Pensioners
CUST0000294638,Mid Market,Other
CUST0000072124,Less Affluent,Older Adults
CUST0000423937,Less Affluent,Other
CUST0000581032,unclassified,Other
CUST0000340993,unclassified,Other
CUST0000681735,Mid Market,
CUST0000520208,unclassified,Other
CUST0000663137,unclassified,Other
CUST0000915222,Up Market,Other
CUST0000265948,Less Affluent,
CUST0000564087,Up Market,Other
CUST0000178558,Less Affluent,Pensioners
CUST0000100432,Less Affluent,Older Adults
CUST0000930325,Mid Market,Older Adults
CUST0000673066,Mid Market,Other
CUST0000707905,unclassified,Other
CUST0000864395,Mid Market,Other
CUST0000280517,Up Market,Young Adults
CUST0000669669,unclassified,Other
CUST0000916843,unclassified,Other
CUST0000183523,Mid Market,Young Families
CUST0000023985,Up Market,Other
CUST0000816644,Mid Market,Other
CUST0000506779,Mid Market,Young Adults
CUST0000214629,unclassified,Young Adults
CUST0000010509,Mid Market,Older Families
CUST0000628301,Mid Market,Other
CUST0000715014,unclassified,Young Families
CUST0000480746,Mid Market,Young Families
CUST0000775362,Up Market,Other
CUST0000037401,unclassified,Pensioners
CUST0000828022,Mid Market,Other
CUST0000153320,Mid Market,Other
CUST0000520310,Mid Market,Older Families
CUST0000204088,Up Market,Other
CUST0000593878,Mid Market,Other
CUST0000128862,Less Affluent,Other
CUST0000374252,unclassified,Other
CUST0000166035,Mid Market,Other
CUST0000853197,Mid Market,Other
CUST0000060014,Less Affluent,Other
CUST0000972938,Mid Market,Other
CUST0000144594,unclassified,Other
CUST0000379577,Up Market,Older Adults
CUST0000476611,Less Affluent,Older Families
CUST0000935348,Up Market,Other
CUST0000017060,Mid Market,Young Adults
CUST0000051369,Up Market,Other
CUST0000905271,Mid Market,Young Adults
CUST0000061214,Mid Market,Other
CUST0000408729,Up Market,Young Families
CUST0000080905,unclassified,Older Adults
CUST0000069477,unclassified,Other
CUST0000953401,unclassified,Pensioners
CUST0000453528,Mid Market,Older Adults
CUST0000217653,Up Market,Other
CUST0000720371,Up Market,
CUST0000322431,Up Market,Young Adults
CUST0000333648,Up Market,Other
CUST0000734885,Up Market,Other
CUST0000012241,Less Affluent,Other
CUST0000745988,unclassified,Other
CUST0000746630,Up Market,Other
CUST0000526194,Mid Market,Young Adults
CUST0000297139,Less Affluent,Young Families
CUST0000503299,unclassified,Other
CUST0000201463,unclassified,Other
CUST0000320773,unclassified,Other
CUST0000619072,Up Market,Young Adults
CUST0000621445,Up Market,Other
CUST0000697945,Up Market,Other
CUST0000953895,unclassified,Other
CUST0000879952,Up Market,Other
CUST0000451855,Up Market,Young Adults
CUST0000839302,Less Affluent,Other
CUST0000062102,unclassified,Other
CUST0000195791,unclassified,Young Adults
CUST0000377107,Up Market,Young Families
CUST0000740844,Mid Market,Other
CUST0000467631,Less Affluent,Other
CUST0000547250,Less Affluent,Other
CUST0000213978,Up Market,Pensioners
CUST0000471569,Mid Market,Other
CUST0000860136,Less Affluent,
CUST0000941217,Up Market,Older Adults
CUST0000304719,Mid Market,Older Adults
CUST0000200033,unclassified,Pensioners
CUST0000444866,unclassified,Other
CUST0000872480,Mid Market,Older Adults
CUST0000882569,Mid Market,Young Adults
CUST0000123142,Less Affluent,Other
CUST0000932977,Mid Market,Other
CUST0000465173,Mid Market,Older Adults
CUST0000172939,Mid Market,Older Families
CUST0000551279,Less Affluent,Other
CUST0000555858,Less Affluent,Older Adults
CUST0000241118,unclassified,Older Adults
CUST0000200588,Mid Market,Other
CUST0000981759,unclassified,Pensioners
CUST0000827586,Up Market,Other
CUST0000782600,Up Market,
CUST0000610945,Less Affluent,Other
CUST0000879709,Mid Market,Other
CUST0000786778,Mid Market,Older Adults
CUST0000682138,unclassified,Other
CUST0000522402,Mid Market,Other
CUST0000644927,Up Market,Older Adults
CUST0000897794,Up Market,
CUST0000713144,Less Affluent,Other
CUST0000347834,unclassified,
CUST0000245743,Up Market,Older Adults
CUST0000454193,Mid Market,Other
CUST0000919740,Less Affluent,Other
CUST0000673939,Less Affluent,Other
CUST0000024551,unclassified,Young Adults
CUST0000937998,Mid Market,Pensioners
CUST0000505045,Up Market,Young Adults
CUST0000090376,Less Affluent,Older Adults
CUST0000098592,unclassified,Other
CUST0000917733,Up Market,Older Adults
CUST0000752951,Less Affluent,Other
CUST0000563675,Up Market,Other
CUST0000580333,Up Market,Older Adults
CUST0000486445,Less Affluent,Other
CUST0000211407,Mid Market,Other
CUST0000571394,Mid Market,Young Adults
CUST0000224082,unclassified,Other
CUST0000319241,Up Market,Young Families
CUST0000745452,Up Market,Other
CUST0000474340,Less Affluent,Pensioners
CUST0000855240,Less Affluent,Young Families
CUST0000029392,Up Market,Other
CUST0000202713,Up Market,Older Families
CUST0000448704,Less Affluent,Other
CUST0000335861,Up Market,Young Adults
CUST0000777734,Less Affluent,Other
CUST0000024442,Less Affluent,Young Families
CUST0000189585,Up Market,Older Adults
CUST0000833853,Less Affluent,Other
CUST0000532766,unclassified,Other
CUST0000419215,unclassified,Other
CUST0000253539,unclassified,Other
CUST0000018545,Up Market,Young Adults
CUST0000155661,Less Affluent,Older Adults
CUST0000529305,Up Market,
CUST0000077221,unclassified,Other
CUST0000558853,Less Affluent,Older Adults
CUST0000516995,Mid Market,Older Adults
CUST0000195041,Mid Market,Older Adults
CUST0000992462,Up Market,Other
CUST0000166560,unclassified,Young Adults
CUST0000243284,Less Affluent,Other
CUST0000017220,Less Affluent,Other
CUST0000362281,Up Market,
CUST0000302280,Up Market,Pensioners
CUST0000687027,Less Affluent,Older Adults
CUST0000968322,Less Affluent,Other
CUST0000821327,unclassified,Other
CUST0000029952,Up Market,Other
CUST0000518972,Up Market,Other
CUST0000225827,Mid Market,Older Families
CUST0000473940,Up Market,Other
CUST0000067889,unclassified,Other
CUST0000237694,Less Affluent,Other
CUST0000025221,Mid Market,
CUST0000827417,Mid Market,Other
CUST0000006239,Mid Market,Other
CUST0000439775,Up Market,Young Families
CUST0000489620,unclassified,Other
CUST0000571077,Mid Market,Older Families
CUST0000820186,Mid Market,Other
CUST0000852398,Up Market,Older Adults
CUST0000388524,Up Market,Older Families
CUST0000475032,Less Affluent,Other
CUST0000340654,unclassified,Pensioners
CUST0000817425,Mid Market,Young Adults
CUST0000647002,Less Affluent,Other
CUST0000744587,Up Market,Young Adults
CUST0000504392,Mid Market,Other
CUST0000391287,Less Affluent,Other
CUST0000465879,unclassified,Other
CUST0000254742,Up Market,Other
CUST0000805980,unclassified,Other
CUST0000616267,Mid Market,Other
CUST0000724205,Less Affluent,Young Families
CUST0000483822,Less Affluent,Older Families
CUST0000885195,Mid Market,
CUST0000880049,Mid Market,
CUST0000237812,Mid Market,
CUST0000713315,Less Affluent,Older Families
CUST0000646782,Mid Market,Older Adults
CUST0000952892,Mid Market,Older Adults
CUST0000158221,Up Market,Young Families
CUST0000955613,Less Affluent,Other
CUST0000397266,Mid Market,Older Adults
CUST0000323196,Mid Market,Older Adults
CUST0000253886,Mid Market,Other
CUST0000151558,unclassified,Other
CUST0000791687,Up Market,Older Adults
CUST0000865064,Less Affluent,Other
CUST0000037843,Less Affluent,Young Adults
CUST0000060098,Up Market,Other
CUST0000570070,Less Affluent,Other
CUST0000903399,Up Market,
CUST0000474124,Less Affluent,Young Families
CUST0000131452,unclassified,Older Adults
CUST0000730395,unclassified,Other
CUST0000171942,Mid Market,Other
CUST0000642691,unclassified,Other
CUST0000122174,unclassified,Young Adults
CUST0000790651,unclassified,Other
CUST0000804275,Mid Market,Other
CUST0000610674,Less Affluent,Young Families
CUST0000127560,unclassified,Other
CUST0000887603,Up Market,Young Adults
CUST0000264598,unclassified,
CUST0000041292,unclassified,Young Adults
CUST0000584873,Up Market,Other
CUST0000841531,Mid Market,Other
CUST0000944109,Less Affluent,Other
CUST0000819195,Up Market,
CUST0000396149,unclassified,Other
CUST0000238094,Mid Market,Other
CUST0000265468,unclassified,Older Adults
CUST0000297983,Less Affluent,
CUST0000930603,Less Affluent,Pensioners
CUST0000934044,Up Market,Other
CUST0000826996,Mid Market,Young Adults
CUST0000376662,unclassified,Other
CUST0000507316,Mid Market,Young Families
CUST0000952630,unclassified,Other
CUST0000560209,unclassified,Other
CUST0000348008,Mid Market,Other
CUST0000500211,Mid Market,Young Families
CUST0000572204,Mid Market,Other
CUST0000854437,unclassified,Other
CUST0000726635,unclassified,Other
CUST0000531491,Mid Market,Other
CUST0000102491,Mid Market,Other
CUST0000320358,Up Market,Other
CUST0000088813,Up Market,Pensioners
CUST0000363266,Mid Market,Older Adults
CUST0000434872,Mid Market,Other
CUST0000770036,Mid Market,Young Adults
CUST0000309981,Less Affluent,Other
CUST0000418129,Mid Market,Other
CUST0000101739,unclassified,Other
CUST0000359250,Mid Market,Young Families
CUST0000200724,Up Market,Older Adults
CUST0000911564,Mid Market,Young Adults
CUST0000198121,Mid Market,Other
CUST0000266722,Mid Market,Young Adults
CUST0000294682,Mid Market,Other
CUST0000264286,unclassified,Other
CUST0000776056,Less Affluent,Young Adults
CUST0000462322,Less Affluent,Other
CUST0000094387,Mid Market,Pensioners
CUST0000109500,Mid Market,Other
CUST0000606858,Mid Market,Other
CUST0000257507,Up Market,Older Adults
CUST0000091671,Up Market,
CUST0000454607,Up Market,Other
CUST0000531203,Less Affluent,Other
CUST0000708140,Mid Market,Other
CUST0000795922,Less Affluent,Other
CUST0000728164,Up Market,Other
CUST0000165493,Less Affluent,Other
CUST0000298700,unclassified,Other
CUST0000287617,Mid Market,Young Adults
CUST0000462295,Less Affluent,Other
CUST0000098812,Less Affluent,Pensioners
CUST0000299009,Up Market,Other
CUST0000676167,Less Affluent,Pensioners
CUST0000166546,Less Affluent,Young Families
CUST0000202476,Up Market,
CUST0000503278,Less Affluent,Young Families
CUST0000042509,unclassified,Other
CUST0000540490,Less Affluent,Young Families
CUST0000646413,unclassified,Young Families
CUST0000359265,Up Market,Other
CUST0000055276,Mid Market,
CUST0000405566,Mid Market,Older Adults
CUST0000781826,Less Affluent,Other
CUST0000861816,Less Affluent,
CUST0000638188,Mid Market,Other
CUST0000129484,Less Affluent,Young Families
CUST0000299174,Less Affluent,Young Adults
CUST0000190750,Less Affluent,Other
CUST0000844556,unclassified,Other
CUST0000117239,Up Market,Young Adults
CUST0000039817,unclassified,Other
CUST0000713129,Mid Market,Other
CUST0000679415,Mid Market,Other
CUST0000233205,Less Affluent,Other
CUST0000429174,Less Affluent,Other
CUST0000209339,Up Market,Other
CUST0000657173,unclassified,Other
CUST0000240359,unclassified,
CUST0000853429,Up Market,
CUST0000203680,Mid Market,Other
CUST0000534670,Less Affluent,Other
CUST0000563557,Mid Market,Young Adults
CUST0000268635,Less Affluent,Young Families
CUST0000180467,Mid Market,Other
CUST0000642489,Mid Market,Other
CUST0000483341,unclassified,Other
CUST0000203720,unclassified,Other
CUST0000497741,Less Affluent,Young Adults
CUST0000220735,Mid Market,Other
CUST0000444818,Mid Market,Older Adults
CUST0000907293,Less Affluent,Other
CUST0000896155,unclassified,Other
CUST0000021723,Mid Market,Young Families
CUST0000168606,Mid Market,Young Adults
CUST0000018482,unclassified,Other
CUST0000735706,Mid Market,Young Adults
CUST0000018583,Mid Market,Other
CUST0000047009,Less Affluent,
CUST0000904873,Up Market,
CUST0000750549,Less Affluent,Young Families
CUST0000643482,Mid Market,Young Adults
CUST0000812909,Mid Market,Other
CUST0000837423,Mid Market,Other
CUST0000425983,unclassified,Pensioners
CUST0000798970,Mid Market,Pensioners
CUST0000112412,Up Market,Other
CUST0000023406,Up Market,Young Adults
CUST0000097226,Mid Market,Other
CUST0000554969,Mid Market,
CUST0000149878,Mid Market,
CUST0000322541,Mid Market,Pensioners
CUST0000951997,Up Market,Other
CUST0000953479,Less Affluent,Older Adults
CUST0000712923,Mid Market,Other
CUST0000133247,Up Market,Other
CUST0000516273,unclassified,Older Adults
CUST0000805724,unclassified,Other
CUST0000603155,Up Market,Young Adults
CUST0000822402,Less Affluent,Older Families
CUST0000965308,Less Affluent,Young Adults
CUST0000261407,Mid Market,Other
CUST0000288343,Less Affluent,Older Adults
CUST0000422568,Up Market,Other
CUST0000156297,Less Affluent,Other
CUST0000874374,unclassified,Other
CUST0000110854,Less Affluent,Young Adults
CUST0000747752,Up Market,Other
CUST0000741801,Mid Market,Young Adults
CUST0000866844,Mid Market,Young Adults
CUST0000596825,Up Market,Young Adults
CUST0000552346,Mid Market,Older Adults
CUST0000595140,Up Market,
CUST0000690034,Mid Market,Other
CUST0000769276,unclassified,Other
CUST0000543971,Up Market,Other
CUST0000741361,Mid Market,Other
CUST0000008206,Up Market,Other
CUST0000408561,unclassified,Other
CUST0000903628,unclassified,Older Adults
CUST0000871519,Less Affluent,
CUST0000974365,Mid Market,Other
CUST0000532714,unclassified,Young Families
CUST0000490088,unclassified,Older Adults
CUST0000404168,unclassified,Other
CUST0000652656,unclassified,Other
CUST0000255387,Up Market,
CUST0000115923,Mid Market,Other
CUST0000789469,Mid Market,Young Adults
CUST0000478049,Mid Market,Other
CUST0000130407,unclassified,Pensioners
CUST0000971355,Mid Market,Older Families
CUST0000017968,Up Market,Other
CUST0000492233,unclassified,Young Adults
CUST0000104788,unclassified,Pensioners
CUST0000314371,Less Affluent,Young Adults
CUST0000182139,Mid Market,
CUST0000990193,Less Affluent,Other
CUST0000023874,unclassified,Other
CUST0000965181,Mid Market,Other
CUST0000301347,Mid Market,Older Adults
CUST0000339054,Less Affluent,Young Families
CUST0000244088,Mid Market,Pensioners
CUST0000863076,Less Affluent,Older Families
CUST0000538745,unclassified,
CUST0000754299,Less Affluent,Other
CUST0000513829,Less Affluent,Other
CUST0000375633,unclassified,Other
CUST0000713789,Mid Market,
CUST0000157101,Up Market,Pensioners
CUST0000913416,unclassified,Young Families
CUST0000964342,Less Affluent,Young Adults
CUST0000336297,Mid Market,Other
CUST0000081381,Up Market,Older Adults
CUST0000644550,Less Affluent,
CUST0000055017,unclassified,Young Families
CUST0000523300,Mid Market,Other
CUST0000437882,Up Market,Other
CUST0000820341,unclassified,Other
CUST0000436068,unclassified,Other
CUST0000562821,Less Affluent,Other
CUST0000931904,Less Affluent,Other
CUST0000337058,Mid Market,Other
CUST0000865205,unclassified,Other
CUST0000319762,unclassified,Other
CUST0000418168,Up Market,Young Adults
CUST0000187720,Mid Market,Other
CUST0000149982,Mid Market,Other
CUST0000397631,unclassified,Young Families
CUST0000571159,unclassified,Pensioners
CUST0000275806,Mid Market,Other
CUST0000357449,unclassified,Other
CUST0000701172,Less Affluent,Young Families
CUST0000652788,Less Affluent,
CUST0000976555,unclassified,Other
CUST0000493564,Mid Market,Other
CUST0000702039,unclassified,Other
CUST0000324439,Up Market,Other
CUST0000277415,Up Market,Other
CUST0000302308,Less Affluent,Other
CUST0000292049,unclassified,Other
CUST0000299905,Less Affluent,Other
CUST0000124448,unclassified,Other
CUST0000386369,Up Market,Young Adults
CUST0000819101,unclassified,Other
CUST0000449795,unclassified,Other
CUST0000773129,unclassified,Other
CUST0000052443,Up Market,Older Adults
CUST0000679829,Mid Market,Other
CUST0000432330,Mid Market,Other
CUST0000876662,Less Affluent,Young Adults
CUST0000200113,Mid Market,
CUST0000997386,Up Market,Young Adults
CUST0000536633,Up Market,Other
CUST0000540675,Up Market,
CUST0000102963,Mid Market,Young Adults
CUST0000107554,Less Affluent,Pensioners
CUST0000829489,Up Market,Young Families
CUST0000591919,Mid Market,Older Adults
CUST0000315873,unclassified,Older Adults
CUST0000924929,Mid Market,Young Adults
CUST0000597790,Up Market,Other
CUST0000918632,unclassified,Other
CUST0000707701,unclassified,Other
CUST0000459425,Up Market,Older Families
CUST0000787337,unclassified,Pensioners
CUST0000698870,Less Affluent,Older Families
CUST0000050133,Less Affluent,Other
CUST0000704073,Less Affluent,Other
CUST0000182582,Mid Market,Young Adults
CUST0000619031,unclassified,Other
CUST0000203671,unclassified,Other
CUST0000046609,Up Market,Other
CUST0000410183,Up Market,Other
CUST0000112612,Less Affluent,Other
CUST0000736933,Less Affluent,
CUST0000886703,unclassified,Other
CUST0000859206,Up Market,Older Adults
CUST0000212677,unclassified,Other
CUST0000986685,Mid Market,Other
CUST0000850666,Less Affluent,Other
CUST0000188090,Mid Market,Other
CUST0000191983,Up Market,Other
CUST0000554531,Up Market,Other
CUST0000355235,Mid Market,Young Adults
CUST0000748686,unclassified,
CUST0000383071,unclassified,Other
CUST0000145541,Mid Market,Older Adults
CUST0000578476,Less Affluent,Other
CUST0000674372,unclassified,Other
CUST0000380224,Up Market,Pensioners
CUST0000959407,unclassified,Other
CUST0000370986,Less Affluent,Other
CUST0000426893,unclassified,Other
CUST0000892113,Less Affluent,Young Adults
CUST0000912393,Mid Market,Other
CUST0000242357,Mid Market,
CUST0000642022,Up Market,Young Adults
CUST0000972119,Up Market,Other
CUST0000918382,unclassified,Other
CUST0000205747,Up Market,
CUST0000337081,Up Market,Other
CUST0000837178,Less Affluent,
CUST0000400016,Mid Market,Other
CUST0000448583,Less Affluent,Other
CUST0000889862,Less Affluent,Other
CUST0000224482,Mid Market,Other
CUST0000205671,unclassified,Other
CUST0000456967,Mid Market,Young Adults
CUST0000048128,Mid Market,
CUST0000507230,Less Affluent,
CUST0000259436,unclassified,Other
CUST0000759041,unclassified,Young Adults
CUST0000225193,Mid Market,Other
CUST0000044470,Mid Market,Older Adults
CUST0000929829,Up Market,
CUST0000547003,Less Affluent,Older Adults
CUST0000587537,unclassified,Other
CUST0000097286,unclassified,Other
CUST0000741274,Less Affluent,Young Adults
CUST0000623087,Up Market,Other
CUST0000080684,unclassified,Other
CUST0000280952,Less Affluent,Young Families
CUST0000413017,Up Market,Other
CUST0000657439,Less Affluent,Other
CUST0000981542,Less Affluent,Other
CUST0000759943,Mid Market,Other
CUST0000863891,Mid Market,Other
CUST0000614175,Mid Market,Young Families
CUST0000236834,Up Market,Other
CUST0000677440,Mid Market,Other
CUST0000254832,Less Affluent,Pensioners
CUST0000395055,unclassified,Young Adults
CUST0000287282,Less Affluent,Other
CUST0000149548,Up Market,Other
CUST0000756732,Less Affluent,Young Families
CUST0000485050,Less Affluent,Other
CUST0000730021,Less Affluent,Young Adults
CUST0000214609,Less Affluent,Young Adults
CUST0000073777,Less Affluent,Older Families
CUST0000309974,Mid Market,Young Adults
CUST0000785789,Mid Market,Other
CUST0000414611,unclassified,Other
CUST0000117522,unclassified,Other
CUST0000019980,Up Market,Other
CUST0000734554,Up Market,Other
CUST0000843789,unclassified,Other
CUST0000089962,unclassified,Other
CUST0000481442,Less Affluent,Pensioners
CUST0000501792,Mid Market,Other
CUST0000932475,Up Market,Other
CUST0000213530,Mid Market,Young Families
CUST0000569377,Mid Market,Other
CUST0000956316,Mid Market,Other
CUST0000869681,unclassified,Pensioners
CUST0000231954,unclassified,Older Adults
CUST0000691049,Up Market,Other
CUST0000845052,Mid Market,Young Families
CUST0000740863,Up Market,Other
CUST0000227166,Less Affluent,Older Families
CUST0000042419,Mid Market,Older Families
CUST0000255201,unclassified,Other
CUST0000871069,unclassified,
CUST0000167368,Up Market,Pensioners
CUST0000217499,unclassified,Other
CUST0000339376,Up Market,Young Adults
CUST0000360531,Mid Market,Other
CUST0000708714,Less Affluent,Young Adults
CUST0000996727,Up Market,Older Adults
CUST0000221060,Mid Market,Other
CUST0000549826,Less Affluent,Pensioners
CUST0000344047,Mid Market,
CUST0000764768,Up Market,Other
CUST0000022316,Less Affluent,Other
CUST0000528875,unclassified,Pensioners
CUST0000742753,Up Market,Other
CUST0000805211,Up Market,Other
CUST0000709956,Up Market,Other
CUST0000227752,Up Market,Pensioners
CUST0000768513,unclassified,Other
CUST0000002623,Up Market,Other
CUST0000392903,Mid Market,Other
CUST0000244205,Less Affluent,Other
CUST0000693463,Mid Market,
CUST0000842172,unclassified,Other
CUST0000950814,unclassified,Other
CUST0000423668,unclassified,Other
CUST0000967395,unclassified,
CUST0000226332,Mid Market,Other
CUST0000468097,Up Market,Other
CUST0000015147,unclassified,Other
CUST0000859492,unclassified,Other
CUST0000266997,Up Market,Other
CUST0000612480,unclassified,Other
CUST0000857793,Less Affluent,Other
CUST0000631020,Less Affluent,Young Families
CUST0000183589,Less Affluent,
CUST0000044673,Mid Market,Other
CUST0000056664,unclassified,Other
CUST0000865865,Up Market,Young Families
CUST0000829233,Up Market,Other
CUST0000776575,Less Affluent,Young Families
CUST0000859516,Up Market,Young Adults
CUST0000537508,Less Affluent,Other
CUST0000930066,Less Affluent,Older Adults
CUST0000808884,Mid Market,Other
CUST0000245257,Mid Market,Other
CUST0000301140,Mid Market,Pensioners
CUST0000615814,Up Market,
CUST0000566133,unclassified,Other
CUST0000415471,unclassified,Other
CUST0000668892,Up Market,Other
CUST0000550640,Up Market,Young Families
CUST0000054846,unclassified,Other
CUST0000384822,Less Affluent,Other
CUST0000594451,Up Market,Pensioners
CUST0000763129,Mid Market,Other
CUST0000982155,unclassified,Other
CUST0000091257,Mid Market,Other
CUST0000952091,Less Affluent,Pensioners
CUST0000423063,Up Market,Young Adults
CUST0000440239,Mid Market,
CUST0000756203,unclassified,Other
CUST0000803214,Mid Market,Other
CUST0000274514,Up Market,Other
CUST0000722023,Mid Market,Other
CUST0000434612,Mid Market,Other
CUST0000751452,unclassified,Other
CUST0000105725,unclassified,Other
CUST0000766744,Mid Market,Young Adults
CUST0000665935,Up Market,Other
CUST0000039473,Up Market,Pensioners
CUST0000695407,Mid Market,Other
CUST0000699050,Less Affluent,Pensioners
CUST0000421287,unclassified,Other
CUST0000316653,Less Affluent,Older Families
CUST0000104542,Mid Market,
CUST0000292567,Mid Market,Other
CUST0000417021,Less Affluent,Other
CUST0000439138,Less Affluent,Other
CUST0000416143,Mid Market,Other
CUST0000230647,Less Affluent,Other
CUST0000712188,Less Affluent,Young Families
CUST0000407532,Less Affluent,Other
CUST0000687099,Mid Market,Young Families
CUST0000927720,Less Affluent,Other
CUST0000427014,unclassified,Other
CUST0000584194,Up Market,Other
CUST0000089711,Mid Market,Other
CUST0000767090,unclassified,Other
CUST0000517865,Less Affluent,Other
CUST0000644552,Mid Market,Other
CUST0000760924,unclassified,Other
CUST0000454529,unclassified,Other
CUST0000023291,Up Market,Other
CUST0000168254,Up Market,Older Adults
CUST0000054804,Mid Market,Young Adults
CUST0000569531,Mid Market,Pensioners
CUST0000224831,Up Market,Pensioners
CUST0000028257,Mid Market,Other
CUST0000344914,unclassified,Other
CUST0000207011,Mid Market,Other
CUST0000431092,Less Affluent,
CUST0000672261,Mid Market,Young Adults
CUST0000268961,Mid Market,Other
CUST0000089501,Mid Market,Young Families
CUST0000812150,Mid Market,Other
CUST0000583043,Mid Market,Young Adults
CUST0000741966,unclassified,Other
CUST0000025682,Up Market,Other
CUST0000422872,Mid Market,Other
CUST0000975797,Less Affluent,Young Adults
CUST0000960491,Mid Market,Other
CUST0000871850,Up Market,Older Adults
CUST0000000055,Less Affluent,Young Adults
CUST0000297970,Mid Market,Young Families
CUST0000835203,unclassified,Other
CUST0000806277,unclassified,Other
CUST0000403543,Mid Market,Other
CUST0000780880,Up Market,Other
CUST0000573587,unclassified,Other
CUST0000487703,Up Market,Other
CUST0000757252,unclassified,Other
CUST0000312327,unclassified,Other
CUST0000809886,Mid Market,Other
CUST0000978956,Mid Market,Other
CUST0000265678,Mid Market,Other
CUST0000010950,Up Market,Older Adults
CUST0000450574,Up Market,Other
CUST0000167183,Mid Market,
CUST0000714492,unclassified,Older Adults
CUST0000940034,Mid Market,Young Families
CUST0000086754,Less Affluent,Other
CUST0000367598,unclassified,Other
CUST0000749213,Up Market,Young Families
CUST0000317407,Mid Market,Young Adults
CUST0000364113,Less Affluent,Other
CUST0000099465,Up Market,Older Adults
CUST0000896495,Less Affluent,Young Adults
CUST0000869350,unclassified,Older Adults
CUST0000942224,unclassified,Other
CUST0000728979,Up Market,Other
CUST0000038166,unclassified,Other
CUST0000570062,unclassified,Other
CUST0000847695,Mid Market,Older Families
CUST0000307693,Mid Market,Other
CUST0000620170,unclassified,Other
CUST0000062236,Mid Market,Young Adults
CUST0000362694,Up Market,Other
CUST0000545940,Up Market,Other
CUST0000299294,unclassified,Other
CUST0000444727,Up Market,Other
CUST0000249573,Less Affluent,Young Adults
CUST0000547607,Mid Market,Other
CUST0000715380,unclassified,Other
CUST0000833729,Mid Market,Other
CUST0000948003,Mid Market,
CUST0000801309,Less Affluent,Other
CUST0000025217,Mid Market,Young Adults
CUST0000011546,Less Affluent,
CUST0000994500,Less Affluent,Pensioners
CUST0000143568,Mid Market,Other
CUST0000818165,Up Market,Young Adults
CUST0000070949,Less Affluent,Other
CUST0000194891,Less Affluent,Other
CUST0000695341,Less Affluent,Young Adults
CUST0000898789,unclassified,Young Families
CUST0000083735,unclassified,Other
CUST0000874112,Mid Market,Other
CUST0000865071,Up Market,Other
CUST0000206165,Less Affluent,Other
CUST0000826229,Mid Market,Other
CUST0000340691,unclassified,Older Adults
CUST0000561506,Mid Market,Young Adults
CUST0000177444,Mid Market,
CUST0000030086,Less Affluent,Other
CUST0000620921,Up Market,Other
CUST0000378735,Mid Market,Other
CUST0000208981,Less Affluent,Other
CUST0000705880,Less Affluent,Young Adults
CUST0000514903,unclassified,Other
CUST0000555528,Up Market,
CUST0000687529,Mid Market,Older Adults
CUST0000552628,Mid Market,Other
CUST0000426681,Up Market,Older Adults
CUST0000760909,Mid Market,Other
CUST0000092176,Up Market,Older Adults
CUST0000708739,Up Market,Other
CUST0000684627,Mid Market,Other
CUST0000053580,Less Affluent,Other
CUST0000227536,Mid Market,Other
CUST0000191960,Up Market,Other
